ID	CHR	START	STOP	SYM	TYPE
CDKN2C	1	50960744	50974633	ENSG00000123080	protein_coding
C1orf185	1	51102233	51148080	ENSG00000204006	protein_coding
TTC39A	1	51287257	51345116	ENSG00000085831	protein_coding
EPS15	1	51354262	51519328	ENSG00000085832	protein_coding
OSBPL9	1	51577178	51787488	ENSG00000117859	protein_coding
SCP2	1	52927228	53051703	ENSG00000116171	protein_coding
PODN	1	53062181	53085502	ENSG00000174348	protein_coding
SLC1A7	1	53087182	53142617	ENSG00000162383	protein_coding
CPT2	1	53196428	53211319	ENSG00000157184	protein_coding
C1orf123	1	53215990	53220617	ENSG00000162384	protein_coding
MAGOH	1	53226891	53238610	ENSG00000162385	protein_coding
LRP8	1	53245544	53328070	ENSG00000157193	protein_coding
MIR4711	1	59733226	59733296	ENSG00000266150	miRNA
HOOK1	1	59814785	59876378	ENSG00000134709	protein_coding
CYP2J2	1	59893307	59926790	ENSG00000134716	protein_coding
C1orf87	1	59987268	60073770	ENSG00000162598	protein_coding
PIN1P1	1	69919321	69920317	ENSG00000229359	transcribed_processed_pseudogene
LRRC40	1	70144804	70205620	ENSG00000066557	protein_coding
SRSF11	1	70205681	70253052	ENSG00000116754	protein_coding
ANKRD13C	1	70260587	70354734	ENSG00000118454	protein_coding
HHLA3	1	70354804	70385339	ENSG00000197568	protein_coding
CTH	1	70411217	70439851	ENSG00000116761	protein_coding
ZRANB2-AS1	1	71048854	71067184	ENSG00000235079	antisense
ZRANB2	1	71063290	71081297	ENSG00000132485	protein_coding
MIR186	1	71067630	71067716	ENSG00000207721	miRNA
NEGR1-IT1	1	71794231	71837012	ENSG00000228853	sense_intronic
LRRIQ3	1	74026014	74198187	ENSG00000162620	protein_coding
FPGT	1	74200691	74234086	ENSG00000254685	protein_coding
TNNI3K	1	74235400	74541610	ENSG00000116783	protein_coding
FPGT-TNNI3K	1	74239955	74464925	ENSG00000259030	protein_coding
ERICH3	1	74568110	74673738	ENSG00000178965	protein_coding
CRYZ	1	74705485	74732811	ENSG00000116791	protein_coding
TYW3	1	74734117	74766678	ENSG00000162623	protein_coding
LHX8	1	75128433	75161533	ENSG00000162624	protein_coding
ACADM	1	75724350	75769242	ENSG00000117054	protein_coding
SNORD45C	1	75787071	75787150	ENSG00000206620	snoRNA
SNORD45A	1	75787888	75787972	ENSG00000207241	snoRNA
SNORD45B	1	75789476	75789548	ENSG00000201487	snoRNA
RABGGTB	1	75791268	75795079	ENSG00000137955	protein_coding
MSH4	1	75796881	75913238	ENSG00000057468	protein_coding
ASB17	1	75918872	75932431	ENSG00000154007	protein_coding
NEXN-AS1	1	77881347	77889539	ENSG00000235927	antisense
DNAJB4	1	77980183	78017964	ENSG00000162616	protein_coding
GIPC2	1	78045901	78138449	ENSG00000137960	protein_coding
IFI44L	1	78619921	78646145	ENSG00000137959	protein_coding
IFI44	1	78649795	78664078	ENSG00000137965	protein_coding
LINC01140	1	87129764	87165981	ENSG00000267272	lincRNA
LMO4	1	87328467	87348923	ENSG00000143013	protein_coding
CCBL2	1	88935772	88969467	ENSG00000137944	protein_coding
RBMXL1	1	88979455	88984066	ENSG00000213516	protein_coding
GBP3	1	89006665	89022894	ENSG00000117226	protein_coding
GBP1	1	89052318	89065360	ENSG00000117228	protein_coding
GBP2	1	89106131	89126114	ENSG00000162645	protein_coding
GBP7	1	89131750	89176040	ENSG00000213512	protein_coding
GBP4	1	89181147	89198932	ENSG00000162654	protein_coding
GBP5	1	89258954	89272861	ENSG00000154451	protein_coding
GBP6	1	89364057	89386461	ENSG00000183347	protein_coding
GBP1P1	1	89407678	89426243	ENSG00000225492	transcribed_unprocessed_pseudogene
LRRC8B	1	89524835	89597864	ENSG00000197147	protein_coding
FLJ27354	1	89583240	89632894	ENSG00000231999	antisense
LRRC8C	1	89706301	89769903	ENSG00000171488	protein_coding
LRRC8D	1	89821013	89929878	ENSG00000171492	protein_coding
GEMIN8P4	1	89993592	89994321	ENSG00000228175	processed_pseudogene
ZNF326	1	89995111	90035531	ENSG00000162664	protein_coding
BARHL2	1	90711538	90717237	ENSG00000143032	protein_coding
ZNF644	1	90915301	91022272	ENSG00000122482	protein_coding
HFM1	1	91260765	91404869	ENSG00000162669	protein_coding
RPL5	1	92832024	92841924	ENSG00000122406	protein_coding
SNORD21	1	92837288	92837383	ENSG00000206680	snoRNA
SNORA66	1	92840718	92840851	ENSG00000207523	snoRNA
FAM69A	1	92842166	92961500	ENSG00000154511	protein_coding
MTF2	1	93079234	93139081	ENSG00000143033	protein_coding
TMED5	1	93149741	93163210	ENSG00000117500	protein_coding
CCDC18	1	93183359	93278730	ENSG00000122483	protein_coding
DR1	1	93345887	93369498	ENSG00000117505	protein_coding
FNBP1L	1	93448130	93554661	ENSG00000137942	protein_coding
BCAR3	1	93561789	93847150	ENSG00000137936	protein_coding
MIR760	1	93846831	93846911	ENSG00000211575	miRNA
DNTTIP2	1	93867816	93879918	ENSG00000067334	protein_coding
GCLM	1	93885204	93909410	ENSG00000023909	protein_coding
ABCA4	1	93992836	94121132	ENSG00000198691	protein_coding
ARHGAP29	1	94149846	94275068	ENSG00000137962	protein_coding
ABCD3	1	94418376	94518666	ENSG00000117528	protein_coding
F3	1	94529224	94541800	ENSG00000117525	protein_coding
PTBP2	1	96721664	96823738	ENSG00000117569	protein_coding
DPYD-AS1	1	97095922	97322955	ENSG00000232878	antisense
SNX7	1	98661679	98760500	ENSG00000162627	protein_coding
RTCA	1	100266206	100292769	ENSG00000137996	protein_coding
MIR553	1	100281240	100281308	ENSG00000207750	miRNA
GPR88	1	100538136	100542018	ENSG00000181656	protein_coding
VCAM1	1	100719741	100739045	ENSG00000162692	protein_coding
EXTL2	1	100872386	100895998	ENSG00000162694	protein_coding
SLC30A7	1	100896075	100981753	ENSG00000162695	protein_coding
DPH5	1	100992636	101026088	ENSG00000117543	protein_coding
S1PR1	1	101236887	101241518	ENSG00000170989	protein_coding
RNPC3	1	103525690	103551792	ENSG00000185946	protein_coding
AMY2B	1	103561756	103579534	ENSG00000240038	protein_coding
ACTG1P4	1	103569552	103570674	ENSG00000236085	processed_pseudogene
AMY2A	1	103617376	103625780	ENSG00000243480	protein_coding
PRMT6	1	107056644	107059294	ENSG00000198890	protein_coding
HENMT1	1	108648289	108661526	ENSG00000162639	protein_coding
PRPF38B	1	108692322	108701803	ENSG00000134186	protein_coding
FNDC7	1	108712656	108742743	ENSG00000143107	protein_coding
STXBP3	1	108746687	108809526	ENSG00000116266	protein_coding
AKNAD1	1	108815897	108858228	ENSG00000162641	protein_coding
SPATA42	1	108857216	108858524	ENSG00000203897	antisense
GPSM2	1	108875349	108924361	ENSG00000121957	protein_coding
CLCC1	1	108934624	108962469	ENSG00000121940	protein_coding
WDR47	1	108970213	109042228	ENSG00000085433	protein_coding
TAF13	1	109062485	109076002	ENSG00000197780	protein_coding
TMEM167B	1	109089802	109096934	ENSG00000215717	protein_coding
SCARNA2	1	109100192	109100619	ENSG00000270066	lincRNA
C1orf194	1	109105950	109112755	ENSG00000179902	protein_coding
KIAA1324	1	109114000	109203231	ENSG00000116299	protein_coding
SARS	1	109213917	109238169	ENSG00000031698	protein_coding
CELSR2	1	109250018	109275750	ENSG00000143126	protein_coding
PSRC1	1	109279555	109283186	ENSG00000134222	protein_coding
MYBPHL	1	109292364	109307041	ENSG00000221986	protein_coding
SORT1	1	109309569	109397951	ENSG00000134243	protein_coding
PSMA5	1	109399030	109426440	ENSG00000143106	protein_coding
SYPL2	1	109466557	109482137	ENSG00000143028	protein_coding
ATXN7L2	1	109483478	109492734	ENSG00000162650	protein_coding
CYB561D1	1	109494051	109502932	ENSG00000174151	protein_coding
AMIGO1	1	109504174	109509738	ENSG00000181754	protein_coding
GPR61	1	109539871	109548406	ENSG00000156097	protein_coding
GNAI3	1	109548610	109594353	ENSG00000065135	protein_coding
MIR197	1	109598892	109598967	ENSG00000207709	miRNA
GNAT2	1	109603266	109613057	ENSG00000134183	protein_coding
AMPD2	1	109616103	109632051	ENSG00000116337	protein_coding
GSTM4	1	109656080	109665496	ENSG00000168765	protein_coding
GSTM2	1	109668021	109702442	ENSG00000213366	protein_coding
GSTM1	1	109687813	109693745	ENSG00000134184	protein_coding
GSTM5	1	109712241	109775428	ENSG00000134201	protein_coding
GSTM3	1	109733931	109741762	ENSG00000134202	protein_coding
EPS8L3	1	109750079	109764027	ENSG00000198758	protein_coding
CSF1	1	109910241	109930992	ENSG00000184371	protein_coding
AHCYL1	1	109984685	110023735	ENSG00000168710	protein_coding
STRIP1	1	110031576	110054641	ENSG00000143093	protein_coding
ALX3	1	110059993	110070700	ENSG00000156150	protein_coding
UBL4B	1	110112439	110113947	ENSG00000186150	protein_coding
SLC6A17	1	110150485	110202202	ENSG00000197106	protein_coding
KCNC4-AS1	1	110208833	110209987	ENSG00000224965	antisense
RBM15	1	110338505	110346677	ENSG00000162775	protein_coding
SLC16A4	1	110362847	110391082	ENSG00000168679	protein_coding
LAMTOR5-AS1	1	110382818	110432360	ENSG00000224699	processed_transcript
LAMTOR5	1	110401248	110407942	ENSG00000134248	protein_coding
PROK1	1	110451199	110457354	ENSG00000143125	protein_coding
LRIG2	1	113073208	113132260	ENSG00000198799	protein_coding
PHTF1	1	113696830	113759489	ENSG00000116793	protein_coding
RSBN1	1	113761831	113812476	ENSG00000081019	protein_coding
PTPN22	1	113813810	113871759	ENSG00000134242	protein_coding
AP4B1-AS1	1	113856634	113901237	ENSG00000226167	antisense
BCL2L15	1	113880702	113887547	ENSG00000188761	protein_coding
AP4B1	1	113894747	113902862	ENSG00000134262	protein_coding
DCLRE1B	1	113906995	113914086	ENSG00000118655	protein_coding
OLFML3	1	113979440	113982254	ENSG00000116774	protein_coding
NGF	1	115285917	115338236	ENSG00000134259	protein_coding
MIR548AC	1	116560023	116560111	ENSG00000264419	miRNA
CD2	1	116754384	116769228	ENSG00000116824	protein_coding
TRIM45	1	117111059	117122587	ENSG00000134253	protein_coding
FAM46C	1	117605933	117628372	ENSG00000183508	protein_coding
GDAP2	1	117863484	117929630	ENSG00000196505	protein_coding
WDR3	1	117929719	117959003	ENSG00000065183	protein_coding
SPAG17	1	117955087	118185223	ENSG00000155761	protein_coding
TBX15	1	118883045	118989556	ENSG00000092607	protein_coding
WARS2	1	119031215	119140671	ENSG00000116874	protein_coding
HAO2	1	119368778	119394130	ENSG00000116882	protein_coding
HAO2-IT1	1	119368945	119370331	ENSG00000230921	sense_intronic
HSD3B2	1	119414930	119423035	ENSG00000203859	protein_coding
HSD3B1	1	119507197	119515058	ENSG00000203857	protein_coding
HSD3BP4	1	119564065	119572111	ENSG00000203855	unprocessed_pseudogene
LINC00622	1	119597701	119599271	ENSG00000260941	sense_overlapping
CHD1L	1	147252622	147295762	ENSG00000131778	protein_coding
BCL9	1	147541411	147626216	ENSG00000116128	protein_coding
SF3B4	1	149923316	149928344	ENSG00000143368	protein_coding
MTMR11	1	149928650	149936898	ENSG00000014914	protein_coding
VPS45	1	150067311	150145327	ENSG00000136631	protein_coding
PLEKHO1	1	150149182	150164720	ENSG00000023902	protein_coding
ANP32E	1	150218416	150236156	ENSG00000143401	protein_coding
CA14	1	150257158	150265078	ENSG00000118298	protein_coding
APH1A	1	150265403	150269580	ENSG00000117362	protein_coding
C1orf54	1	150272283	150280916	ENSG00000118292	protein_coding
PRPF3	1	150321475	150353195	ENSG00000117360	protein_coding
RPRD2	1	150363090	150476566	ENSG00000163125	protein_coding
TARS2	1	150487410	150507602	ENSG00000143374	protein_coding
ECM1	1	150508061	150513789	ENSG00000143369	protein_coding
MIR4257	1	150551928	150552014	ENSG00000264553	miRNA
ADAMTSL4	1	150552087	150560937	ENSG00000143382	protein_coding
ADAMTSL4-AS1	1	150561003	150561493	ENSG00000203804	processed_transcript
MCL1	1	150574555	150579590	ENSG00000143384	protein_coding
ENSA	1	150600850	150629612	ENSG00000143420	protein_coding
GOLPH3L	1	150646224	150697154	ENSG00000143457	protein_coding
HORMAD1	1	150698059	150720888	ENSG00000143452	protein_coding
CTSS	1	150730195	150765957	ENSG00000163131	protein_coding
CTSK	1	150796207	150808323	ENSG00000143387	protein_coding
ARNT	1	150809704	150876768	ENSG00000143437	protein_coding
SETDB1	1	150926262	150963139	ENSG00000143379	protein_coding
CERS2	1	150965172	150975003	ENSG00000143418	protein_coding
ANXA9	1	150982016	150995634	ENSG00000143412	protein_coding
FAM63A	1	150996548	151008375	ENSG00000143409	protein_coding
PRUNE	1	151008419	151035713	ENSG00000143363	protein_coding
BNIPL	1	151036569	151047600	ENSG00000163141	protein_coding
C1orf56	1	151047739	151049713	ENSG00000143443	protein_coding
CDC42SE1	1	151054230	151070325	ENSG00000197622	protein_coding
GABPB2	1	151070577	151125542	ENSG00000143458	protein_coding
SEMA6C	1	151131684	151146628	ENSG00000143434	protein_coding
LYSMD1	1	151161735	151165948	ENSG00000163155	protein_coding
SCNM1	1	151166021	151168338	ENSG00000163156	protein_coding
TMOD4	1	151170518	151176284	ENSG00000163157	protein_coding
VPS72	1	151176303	151195321	ENSG00000163159	protein_coding
PIP5K1A	1	151197948	151249536	ENSG00000143398	protein_coding
PSMD4	1	151254702	151267479	ENSG00000159352	protein_coding
ZNF687	1	151282266	151290573	ENSG00000143373	protein_coding
PI4KB	1	151293399	151327715	ENSG00000143393	protein_coding
RFX5	1	151340639	151347357	ENSG00000143390	protein_coding
SELENBP1	1	151364301	151372733	ENSG00000143416	protein_coding
PSMB4	1	151399533	151401944	ENSG00000159377	protein_coding
POGZ	1	151402723	151459465	ENSG00000143442	protein_coding
CGN	1	151510509	151538692	ENSG00000143375	protein_coding
SNORA44	1	151527830	151527938	ENSG00000252840	snoRNA
TUFT1	1	151540304	151583583	ENSG00000143367	protein_coding
MIR554	1	151545795	151545891	ENSG00000207606	miRNA
SNX27	1	151612064	151699091	ENSG00000143376	protein_coding
CELF3	1	151702403	151716814	ENSG00000159409	protein_coding
RIIAD1	1	151721536	151728475	ENSG00000178796	protein_coding
MRPL9	1	151759642	151762500	ENSG00000143436	protein_coding
OAZ3	1	151763577	151771332	ENSG00000143450	protein_coding
TDRKH	1	151771563	151791416	ENSG00000182134	protein_coding
LINGO4	1	151800263	151802717	ENSG00000213171	protein_coding
RORC	1	151811324	151831872	ENSG00000143365	protein_coding
C2CD4D	1	151837818	151840557	ENSG00000225556	protein_coding
THEM5	1	151847262	151853697	ENSG00000196407	protein_coding
THEM4	1	151873583	151909808	ENSG00000159445	protein_coding
S100A10	1	151982914	151994390	ENSG00000197747	protein_coding
S100A11	1	152032505	152047907	ENSG00000163191	protein_coding
TCHHL1	1	152084143	152089064	ENSG00000182898	protein_coding
TCHH	1	152106316	152114080	ENSG00000159450	protein_coding
S100A6	1	153534598	153536244	ENSG00000197956	protein_coding
S100A5	1	153537146	153541765	ENSG00000196420	protein_coding
S100A4	1	153543612	153550136	ENSG00000196154	protein_coding
S100A3	1	153547328	153549372	ENSG00000188015	protein_coding
S100A2	1	153561107	153567890	ENSG00000196754	protein_coding
S100A16	1	153606885	153613145	ENSG00000188643	protein_coding
S100A14	1	153614254	153616986	ENSG00000189334	protein_coding
S100A13	1	153618786	153631360	ENSG00000189171	protein_coding
SNAPIN	1	153658653	153661830	ENSG00000143553	protein_coding
ILF2	1	153662035	153671048	ENSG00000143621	protein_coding
NPR1	1	153678636	153693992	ENSG00000169418	protein_coding
INTS3	1	153728066	153774079	ENSG00000143624	protein_coding
SLC27A3	1	153774353	153780157	ENSG00000143554	protein_coding
DENND4B	1	153929500	153946696	ENSG00000198837	protein_coding
CRTC2	1	153947668	153958625	ENSG00000160741	protein_coding
SLC39A1	1	153959098	153963703	ENSG00000143570	protein_coding
CREB3L4	1	153968236	153973716	ENSG00000143578	protein_coding
JTB	1	153975816	153977688	ENSG00000143543	protein_coding
RAB13	1	153981650	153986358	ENSG00000143545	protein_coding
RPS27	1	153990758	153992150	ENSG00000177954	protein_coding
NUP210L	1	153992684	154155116	ENSG00000143552	protein_coding
MIR5698	1	154104520	154104592	ENSG00000263987	miRNA
TPM3	1	154155307	154194648	ENSG00000143549	protein_coding
MIR190B	1	154193664	154193743	ENSG00000215938	miRNA
C1orf189	1	154199371	154206333	ENSG00000163263	protein_coding
C1orf43	1	154206705	154220628	ENSG00000143612	protein_coding
SHE	1	154469771	154502113	ENSG00000169291	protein_coding
TDRD10	1	154502218	154548147	ENSG00000163239	protein_coding
UBE2Q1	1	154548576	154559028	ENSG00000160714	protein_coding
PMVK	1	154924733	154936991	ENSG00000163344	protein_coding
PBXIP1	1	154944075	154956123	ENSG00000163346	protein_coding
PYGO2	1	154957025	154962036	ENSG00000163348	protein_coding
SHC1	1	154965542	154974395	ENSG00000160691	protein_coding
CKS1B	1	154974652	154979249	ENSG00000173207	protein_coding
MIR4258	1	154975692	154975783	ENSG00000264349	miRNA
FLAD1	1	154983337	154993111	ENSG00000160688	protein_coding
LENEP	1	154993585	154994315	ENSG00000163352	protein_coding
ZBTB7B	1	155002650	155015814	ENSG00000160685	protein_coding
DCST2	1	155023116	155033781	ENSG00000163354	protein_coding
DCST1	1	155033823	155049264	ENSG00000163357	protein_coding
ADAM15	1	155051285	155062776	ENSG00000143537	protein_coding
EFNA4	1	155066729	155069553	ENSG00000243364	protein_coding
EFNA3	1	155078871	155085642	ENSG00000143590	protein_coding
EFNA1	1	155127459	155134857	ENSG00000169242	protein_coding
SLC50A1	1	155135343	155138853	ENSG00000169241	protein_coding
DPM3	1	155139890	155140595	ENSG00000179085	protein_coding
TRIM46	1	155173877	155184971	ENSG00000163462	protein_coding
MUC1	1	155185823	155192916	ENSG00000185499	protein_coding
MIR92B	1	155195176	155195272	ENSG00000271748	miRNA
THBS3	1	155195587	155207917	ENSG00000169231	protein_coding
MTX1	1	155210345	155213824	ENSG00000173171	protein_coding
GBA	1	155234451	155244699	ENSG00000177628	protein_coding
FAM189B	1	155247204	155255387	ENSG00000160767	protein_coding
SCAMP3	1	155255978	155262430	ENSG00000116521	protein_coding
CLK2	1	155262867	155278491	ENSG00000176444	protein_coding
ASH1L	1	155335267	155562807	ENSG00000116539	protein_coding
MIR555	1	155346349	155346445	ENSG00000207720	miRNA
POU5F1P4	1	155433177	155434262	ENSG00000237872	processed_pseudogene
ASH1L-AS1	1	155562029	155563984	ENSG00000235919	antisense
MSTO1	1	155610187	155748362	ENSG00000125459	protein_coding
YY1AP1	1	155659445	155688774	ENSG00000163374	protein_coding
DAP3	1	155709032	155739010	ENSG00000132676	protein_coding
GON4L	1	155749716	155859400	ENSG00000116580	protein_coding
SYT11	1	155859508	155885199	ENSG00000132718	protein_coding
RIT1	1	155897807	155911404	ENSG00000143622	protein_coding
KIAA0907	1	155913042	155934400	ENSG00000132680	protein_coding
SNORA80E	1	155919908	155920045	ENSG00000207475	snoRNA
RXFP4	1	155941688	155942834	ENSG00000173080	protein_coding
ARHGEF2	1	155946838	156007070	ENSG00000116584	protein_coding
SSR2	1	156009047	156020959	ENSG00000163479	protein_coding
UBQLN4	1	156035300	156053794	ENSG00000160803	protein_coding
LAMTOR2	1	156054751	156058510	ENSG00000116586	protein_coding
RAB25	1	156061159	156070504	ENSG00000132698	protein_coding
MEX3A	1	156072012	156081998	ENSG00000254726	protein_coding
LMNA	1	156082572	156140089	ENSG00000160789	protein_coding
SEMA4A	1	156147365	156177752	ENSG00000196189	protein_coding
SLC25A44	1	156194088	156212796	ENSG00000160785	protein_coding
PMF1	1	156220676	156240042	ENSG00000160783	protein_coding
BGLAP	1	156241961	156242295	ENSG00000242252	protein_coding
PAQR6	1	156243414	156248090	ENSG00000160781	protein_coding
SMG5	1	156249223	156282829	ENSG00000198952	protein_coding
TMEM79	1	156282934	156286473	ENSG00000163472	protein_coding
VHLL	1	156298623	156299637	ENSG00000189030	protein_coding
CCT3	1	156308967	156367873	ENSG00000163468	protein_coding
TSACC	1	156337313	156346995	ENSG00000163467	protein_coding
C1orf61	1	156404251	156430701	ENSG00000125462	protein_coding
MIR9-1	1	156420330	156420438	ENSG00000207933	miRNA
MEF2D	1	156463726	156500828	ENSG00000116604	protein_coding
IQGAP3	1	156525404	156572604	ENSG00000183856	protein_coding
TTC24	1	156579726	156586770	ENSG00000187862	protein_coding
APOA1BP	1	156591761	156594299	ENSG00000163382	protein_coding
GPATCH4	1	156594486	156601490	ENSG00000160818	protein_coding
HAPLN2	1	156619293	156625725	ENSG00000132702	protein_coding
BCAN	1	156641389	156659528	ENSG00000132692	protein_coding
NES	1	156668762	156677397	ENSG00000132688	protein_coding
CRABP2	1	156699605	156705816	ENSG00000143320	protein_coding
ISG20L2	1	156721890	156725867	ENSG00000143319	protein_coding
RRNAD1	1	156729515	156736960	ENSG00000143303	protein_coding
MRPL24	1	156737302	156741590	ENSG00000143314	protein_coding
HDGF	1	156742106	156766925	ENSG00000143321	protein_coding
PRCC	1	156750609	156800815	ENSG00000143294	protein_coding
SH2D2A	1	156806242	156816862	ENSG00000027869	protein_coding
NTRK1	1	156815639	156881850	ENSG00000198400	protein_coding
INSRR	1	156840062	156859018	ENSG00000027644	protein_coding
PEAR1	1	156893697	156916434	ENSG00000187800	protein_coding
LRRC71	1	156920649	156933094	ENSG00000160838	protein_coding
ARHGEF11	1	156934839	157045370	ENSG00000132694	protein_coding
MIR765	1	156936130	156936244	ENSG00000211581	miRNA
ETV3L	1	157092043	157099808	ENSG00000253831	protein_coding
ETV3	1	157121190	157138474	ENSG00000117036	protein_coding
CYCSP52	1	157128361	157128671	ENSG00000235700	processed_pseudogene
CADM3-AS1	1	159195984	159207973	ENSG00000225670	antisense
ACKR1	1	159204280	159206500	ENSG00000213088	protein_coding
TSTD1	1	161037630	161038729	ENSG00000215845	protein_coding
USF1	1	161039250	161045977	ENSG00000158773	protein_coding
ARHGAP30	1	161046947	161069970	ENSG00000186517	protein_coding
PVRL4	1	161070994	161089599	ENSG00000143217	protein_coding
KLHDC9	1	161098360	161100346	ENSG00000162755	protein_coding
PFDN2	1	161100555	161102375	ENSG00000143256	protein_coding
NIT1	1	161118907	161120232	ENSG00000158793	protein_coding
DEDD	1	161122984	161132688	ENSG00000158796	protein_coding
UFC1	1	161152775	161158856	ENSG00000143222	protein_coding
USP21	1	161159449	161165723	ENSG00000143258	protein_coding
PPOX	1	161166409	161171220	ENSG00000143224	protein_coding
B4GALT3	1	161171309	161175228	ENSG00000158850	protein_coding
ADAMTS4	1	161184307	161199056	ENSG00000158859	protein_coding
NDUFS2	1	161197103	161214395	ENSG00000158864	protein_coding
FCER1G	1	161215233	161220699	ENSG00000158869	protein_coding
APOA2	1	161222917	161223631	ENSG00000158874	protein_coding
TOMM40L	1	161226002	161228817	ENSG00000158882	protein_coding
MIR5187	1	161227185	161227261	ENSG00000263548	miRNA
NR1I3	1	161232806	161238302	ENSG00000143257	protein_coding
PCP4L1	1	161258726	161285450	ENSG00000248485	protein_coding
MPZ	1	161304734	161309972	ENSG00000158887	protein_coding
SDHC	1	161314256	161363194	ENSG00000143252	protein_coding
ALDH9A1	1	165662215	165698863	ENSG00000143149	protein_coding
UCK2	1	165890203	165908370	ENSG00000143179	protein_coding
TIPRL	1	168178932	168200712	ENSG00000143155	protein_coding
SFT2D2	1	168225937	168253025	ENSG00000213064	protein_coding
ANKRD36BP1	1	168245564	168247343	ENSG00000214262	transcribed_processed_pseudogene
GORAB	1	170532128	170553446	ENSG00000120370	protein_coding
PIGC	1	172370188	172444090	ENSG00000135845	protein_coding
C1orf105	1	172420687	172468831	ENSG00000180999	protein_coding
SUCO	1	172532348	172611831	ENSG00000094975	protein_coding
FASLG	1	172659013	172666874	ENSG00000117560	protein_coding
TNFSF18	1	173039959	173050963	ENSG00000120337	protein_coding
TNFSF4	1	173183733	173207313	ENSG00000117586	protein_coding
PRDX6	1	173477265	173488807	ENSG00000117592	protein_coding
SLC9C2	1	173500463	173603094	ENSG00000162753	protein_coding
ANKRD45	1	173609560	173669862	ENSG00000183831	protein_coding
KLHL20	1	173714940	173786702	ENSG00000076321	protein_coding
RC3H1	1	173931213	174022297	ENSG00000135870	protein_coding
GPR52	1	174448073	174449545	ENSG00000203737	protein_coding
TEX35	1	178513076	178541978	ENSG00000240021	protein_coding
C1orf220	1	178544874	178545028	ENSG00000213057	lincRNA
MIR4424	1	178677748	178677834	ENSG00000266417	miRNA
ANGPTL1	1	178849704	178871052	ENSG00000116194	protein_coding
QSOX1	1	180154833	180204030	ENSG00000116260	protein_coding
LHX4	1	180230285	180272006	ENSG00000121454	protein_coding
ACBD6	1	180269652	180276224	ENSG00000230124	protein_coding
MIR3121	1	180438313	180438390	ENSG00000265435	miRNA
SHCBP1L	1	182899864	182953525	ENSG00000157060	protein_coding
LAMC2	1	183186237	183244900	ENSG00000058085	protein_coding
EDEM3	1	184690230	184754913	ENSG00000116406	protein_coding
RNF2	1	185045363	185102608	ENSG00000121481	protein_coding
TRMT1L	1	185118087	185157072	ENSG00000121486	protein_coding
IVNS1ABP	1	185296387	185317329	ENSG00000116679	protein_coding
GS1-279B7.1	1	185321156	185335039	ENSG00000261024	lincRNA
PRG4	1	186296272	186311596	ENSG00000116690	protein_coding
TPR	1	186314628	186375693	ENSG00000047410	protein_coding
C1orf27	1	186375757	186421378	ENSG00000157181	protein_coding
OCLM	1	186400571	186401455	ENSG00000262180	protein_coding
PDC	1	186443565	186461122	ENSG00000116703	protein_coding
PTGS2	1	186671790	186680427	ENSG00000073756	protein_coding
PLA2G4A	1	186828952	186988981	ENSG00000116711	protein_coding
RGS18	1	192158456	192185815	ENSG00000150681	protein_coding
RGS21	1	192316991	192367285	ENSG00000253148	protein_coding
RGS1	1	192575726	192580031	ENSG00000090104	protein_coding
RGS13	1	192636144	192660260	ENSG00000127074	protein_coding
RGS2	1	192809038	192812273	ENSG00000116741	protein_coding
UCHL5	1	193012249	193051817	ENSG00000116750	protein_coding
TROVE2	1	193069015	193091777	ENSG00000116747	protein_coding
GLRX2	1	193096467	193106114	ENSG00000023572	protein_coding
CDC73	1	193122016	193253901	ENSG00000134371	protein_coding
MIR1278	1	193136502	193136583	ENSG00000221680	miRNA
B3GALT2	1	193179044	193186654	ENSG00000162630	protein_coding
KCNT2	1	196225778	196609225	ENSG00000162687	protein_coding
MIR4735	1	196582412	196582481	ENSG00000265986	miRNA
CFH	1	196651877	196747504	ENSG00000000971	protein_coding
CRB1	1	197201461	197478455	ENSG00000134376	protein_coding
DENND1B	1	197504747	197775696	ENSG00000213047	protein_coding
C1orf53	1	197902646	197907367	ENSG00000203724	protein_coding
LHX9	1	197911906	197935478	ENSG00000143355	protein_coding
ATP6V1G3	1	198523221	198540945	ENSG00000151418	protein_coding
PTPRC	1	198638670	198757416	ENSG00000081237	protein_coding
MIR181A1HG	1	198807492	198937410	ENSG00000229989	lincRNA
MIR181B1	1	198858872	198858982	ENSG00000207975	miRNA
MIR181A1	1	198859043	198859153	ENSG00000207759	miRNA
LINC01222	1	199006039	199021037	ENSG00000233410	lincRNA
GPR37L1	1	202122857	202123593	ENSG00000170075	protein_coding
ARL8A	1	202135149	202144741	ENSG00000143862	protein_coding
PTPN7	1	202147012	202161588	ENSG00000143851	protein_coding
PTPRVP	1	202168050	202189455	ENSG00000243323	unitary_pseudogene
LGR6	1	202193900	202319781	ENSG00000133067	protein_coding
UBE2T	1	202331656	202341980	ENSG00000077152	protein_coding
KDM5B	1	202727397	202809470	ENSG00000117139	protein_coding
PCAT6	1	202810953	202812156	ENSG00000228288	antisense
RABIF	1	202878956	202889135	ENSG00000183155	protein_coding
KLHL12	1	202891099	202928636	ENSG00000117153	protein_coding
MYOG	1	203083131	203086036	ENSG00000122180	protein_coding
SLC26A9	1	205913047	205943460	ENSG00000174502	protein_coding
CTSE	1	206009263	206023909	ENSG00000196188	protein_coding
